description,Price,Rating,reviewCount,url
TEAMGROUP Elite Plus DDR4 16GB Kit (2x8GB) 2400MHz PC4-19200 CL16 Unbuffered Non-ECC 1.2V U-DIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade - Red & Black - TPRD416G2400HC16DC01,$75.99,4.7 out of 5 stars,733,https://www.amazon.com/Team-288-Pin-Desktop-Memory-TPRD416G2400HC16DC01/dp/B01LE0CG60/ref=sr_1_147?dchild=1&keywords=RAM&qid=1625129201&sr=8-147
Thermaltake TOUGHRAM RGB White DDR4 4000MHz 16GB (8GB x 2) 16.8 Million Color RGB Alexa/Razer Chroma/5V Motherboard Syncable RGB Memory R022D408GX2-4000C19A,$175.99,4.6 out of 5 stars,140,https://www.amazon.com/Thermaltake-TOUGHRAM-Motherboard-Syncable-R022D408GX2-4000C19A/dp/B0837JRMYN/ref=sr_1_148?dchild=1&keywords=RAM&qid=1625129201&sr=8-148
Timetec 32GB KIT(2x16GB) DDR4 2933MHz PC4-23400 Non-ECC Unbuffered 1.2V CL21 1Rx8 Single Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (32GB KIT(2x16GB)),$151.99,4.9 out of 5 stars,47,https://www.amazon.com/Timetec-PC4-23400-Unbuffered-Notebook-Computer/dp/B093K6QN6R/ref=sr_1_149?dchild=1&keywords=RAM&qid=1625129201&sr=8-149
PNY 16GB (2x8GB) Performance DDR4 2400Hz Notebook Memory Kit – (MN16GK2D42400),$74.99,3.4 out of 5 stars,15,https://www.amazon.com/PNY-Performance-2400Hz-Notebook-Memory/dp/B08WHYYJDL/ref=sr_1_150?dchild=1&keywords=RAM&qid=1625129201&sr=8-150
Gigastone DDR4 32GB (16GBx2) 2666MHz PC4-21300 CL19 1.2V UDIMM 288 Pin Unbuffered Non ECC for PC Computer Desktop Memory Module Ram Upgrade Kit,$149.99,4.3 out of 5 stars,45,https://www.amazon.com/Gigastone-2666MHz-PC4-21300-Unbuffered-Computer/dp/B08KGRRSKH/ref=sr_1_151?dchild=1&keywords=RAM&qid=1625129201&sr=8-151
HyperX Fury 16GB 2666MHz DDR4 CL16 DIMM  Black XMP Desktop Memory Single Stick HX426C16FB3/16,$101.75,4.7 out of 5 stars,"1,579",https://www.amazon.com/HyperX-2666MHz-Desktop-HX426C16FB3-16/dp/B07WF9MD3Q/ref=sr_1_153?dchild=1&keywords=RAM&qid=1625129201&sr=8-153
"GeIL Orion DDR4 RAM, 16GB (8GBx2) 3600MHz 1.35V XMP2.0, Intel/AMD Compatible, Long DIMM High Speed Desktop Memory, Hardcore Immersive Gaming/Multimedia Content Creation/Quality Live Streaming",$94.99,4.6 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A09294452HAA5SUJL5WQX&url=%2FGeIL-Compatible-Immersive-Multimedia-Streaming%2Fdp%2FB08FF22JYW%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129201%26sr%3D8-155-spons%26psc%3D1&qualifier=1625129201&id=3184594818606221&widgetName=sp_mtf
"v-Color 128GB Kit (4 x32GB) 2666MHz (PC4-21300) DDR4 Memory Module for Apple iMac 2020 & 2019 Apple iMac 27"" w/Retina 5K Display CL19 1.2V SO-DIMM MAC RAM Upgrade (TN432G26D819Q-VC)",$604.99,5.0 out of 5 stars,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A0946411BGO3QPW2IJUY&url=%2Fv-Color-2666MHz-PC4-21300-Display-TN432G26D819Q-VC%2Fdp%2FB08LG746JT%2Fref%3Dsr_1_156_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129201%26sr%3D8-156-spons%26psc%3D1&qualifier=1625129201&id=3184594818606221&widgetName=sp_mtf
Gigastone DDR4 8GB 2666MHz PC4-21300 CL19 1.2V SODIMM 260 Pin Unbuffered Non ECC for Notebook Laptop Memory Module Ram Upgrade,$41.99,4.2 out of 5 stars,118,https://www.amazon.com/Gigastone-2666MHz-PC4-21300-Unbuffered-Notebook/dp/B08KGGSC9R/ref=sr_1_157?dchild=1&keywords=RAM&qid=1625129201&sr=8-157
"Corsair Vengeance RGB Pro 64GB (4x16GB) DDR4 3600 (PC4-28800) C18 Desktop Memory – Black, CMW64GX4M4D3600C18",$439.99,4.9 out of 5 stars,"26,860",https://www.amazon.com/Corsair-Vengeance-4x16GB-PC4-28800-Desktop/dp/B08GSSY4J4/ref=sr_1_159?dchild=1&keywords=RAM&qid=1625129201&sr=8-159
DDR3 (4GBx2) 8GB kit 1600MHz UDIMM RAM PC3-12800 CL11 240Pin 1.5V Non-ECC Unbuffered Memory Stick for Desktop (Blue),$32.99,4.4 out of 5 stars,85,https://www.amazon.com/Yongxinsheng-240-pin-1600MHz-PC3-12800-Unbuffered/dp/B07TZQ8471/ref=sr_1_160?dchild=1&keywords=RAM&qid=1625129201&sr=8-160
Corsair Vengeance RGB Pro 64GB (2x32GB) DDR4 3200 (PC4-25600) C16 Desktop memory–Black (CMW64GX4M2E3200C16),$439.99,4.9 out of 5 stars,"26,860",https://www.amazon.com/Corsair-Vengeance-PC4-25600-Memory-Black-CMW64GX4M2E3200C16/dp/B081BTGNDW/ref=sr_1_161?dchild=1&keywords=RAM&qid=1625129201&sr=8-161
Corsair Vengeance RGB Pro 8GB (1x8GB) DDR4 3600 (PC4-28800) C18 Optimized for AMD Ryzen – Black (CMW8GX4M1Z3600C18),$63.99,5.0 out of 5 stars,5,https://www.amazon.com/Corsair-Vengeance-1x8GB-PC4-28800-Optimized/dp/B08D5ZV2Y6/ref=sr_1_163?dchild=1&keywords=RAM&qid=1625129201&sr=8-163
Samsung 8GB DDR4 3200MHz SODIMM PC4-25600 CL22 1Rx8 1.2V 260-Pin SO-DIMM Laptop Notebook RAM Memory Module M471A1K43DB1-CWE,$49.24,4.8 out of 5 stars,58,https://www.amazon.com/Samsung-3200MHz-PC4-25600-Notebook-M471A1K43DB1-CWE/dp/B08QRGV7C6/ref=sr_1_164?dchild=1&keywords=RAM&qid=1625129201&sr=8-164
Patriot Signature Line DDR4 16GB (2 x 8GB) 2666MHz (PC4-21300) UDIMM Dual Kit Memory Kit PSD416G2666K,$76.99,4.6 out of 5 stars,75,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A0985980PH5EHDD8ND40&url=%2FPatriot-Signature-2666MHz-PC4-21300-PSD416G2666K%2Fdp%2FB07CBCW3XB%2Fref%3Dsr_1_165_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129201%26sr%3D8-165-spons%26psc%3D1&qualifier=1625129201&id=3184594818606221&widgetName=sp_btf
LEVEN SINBA 16GB KIT (8GBx2) DDR4 3000MHz PC4-24000 288-Pin U-DIMM CL16 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- Gray (JROC4U3000172408G-8Mx2),$72.99,4.6 out of 5 stars,442,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A0113535G537911V26MP&url=%2FLEVEN-DDR4-3000MHz-PC4-24000-Overclocking-JROC4U3000172408G-8Mx2%2Fdp%2FB08DFWRMSC%2Fref%3Dsr_1_166_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129201%26sr%3D8-166-spons%26psc%3D1&qualifier=1625129201&id=3184594818606221&widgetName=sp_btf
"v-Color 64GB Kit (4 x16GB) Upgrade for 2020 Apple iMac 27"" w/Retina 5K Display & 2019 Apple iMac 27-inch w/Retina 5K Display DDR4 Non ECC 2666MHz (PC4-21300) CL19 1.2V SO-DIMM (TN416G26S819Q-VC)",$316.88,5.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A09379393DPY5II8DARJK&url=%2Fv-Color-Upgrade-Display-PC4-21300-TN416G26S819Q-VC%2Fdp%2FB089D84F7J%2Fref%3Dsr_1_161_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129204%26sr%3D8-161-spons%26psc%3D1&qualifier=1625129204&id=1033050915022626&widgetName=sp_atf_next
LEVEN DDR4 8GB (8GB×1) 2666MHz PC4-21300 CL19 Unbuffered Non-ECC 1.2V UDIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade- Lares(JR4UL2666172408-8M),$35.99,4.4 out of 5 stars,464,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A063738338SQBT6S6Z6KZ&url=%2FLEVEN-PC4-21300-Unbuffered-Computer-JR4UL2666172408-8M%2Fdp%2FB08M68VMTY%2Fref%3Dsr_1_162_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129204%26sr%3D8-162-spons%26psc%3D1&qualifier=1625129204&id=1033050915022626&widgetName=sp_atf_next
LEVEN SINBA 32GB KIT (16GBx2) DDR4 3200MHz PC4-25600 288-Pin U-DIMM CL16 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- RED (JROC4U3200172408R-16Mx2),$148.99,4.6 out of 5 stars,442,https://www.amazon.com/LEVEN-3200MHz-PC4-25600-Overclocking-JROC4U3200172408R-16Mx2/dp/B08M5Y7JBL/ref=sr_1_163?dchild=1&keywords=RAM&qid=1625129204&sr=8-163
NEMIX RAM 128GB 2x64GB DDR4-2933 PC4-23400 2Rx4 ECC Registered Server Memory,$698.10,5.0 out of 5 stars,4,https://www.amazon.com/2x64GB-DDR4-2933-PC4-23400-Registered-Server/dp/B07YF249FX/ref=sr_1_165?dchild=1&keywords=RAM&qid=1625129204&sr=8-165
Rams [Blu-ray],$19.99,4.4 out of 5 stars,84,https://www.amazon.com/Rams-Blu-ray-Sigur%C3%B0ur-Sigurj%C3%B3nsson/dp/B01DALQ180/ref=sr_1_167?dchild=1&keywords=RAM&qid=1625129204&sr=8-167
TEAMGROUP Elite Plus DDR4 64GB Kit (2 x 32GB) 3200MHz PC4-25600 CL22 Unbuffered Non-ECC 1.2V U-DIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade - Red & Black - TPRD464G3200HC22DC01,$299.99,4.7 out of 5 stars,170,https://www.amazon.com/TEAMGROUP-3200MHz-PC4-25600-Unbuffered-Computer/dp/B086X2FYW9/ref=sr_1_169?dchild=1&keywords=RAM&qid=1625129204&sr=8-169
Crucial RAM 16GB Kit (2x8GB) DDR3 1600 MHz CL11 Desktop Memory CT2K102464BD160B,$75.99,4.8 out of 5 stars,"5,083",https://www.amazon.com/Crucial-PC3L-12800-Unbuffered-Memory-CT2K102464BD160B/dp/B0091LG13O/ref=sr_1_170?dchild=1&keywords=RAM&qid=1625129204&sr=8-170
"Hyundai Thinnote-A, 14.1"" Celeron Laptop, 4GB RAM, 64GB Storage, Expandable 2.5"" SATA HDD Slot, Windows 10 Home S Mode, English - Space Gray",$219.98,4.0 out of 5 stars,68,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A08020163GUIMNZ8IUK8Q&url=%2FHyundai-Thinnote-Celeron-Storage-Expandable%2Fdp%2FB08SQGWK3H%2Fref%3Dsr_1_171_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129204%26sr%3D8-171-spons%26psc%3D1%26smid%3DAIFFSRTUY39MS&qualifier=1625129204&id=1033050915022626&widgetName=sp_mtf
LEVEN SINBA 8GB (8GBx1) DDR4 3200MHz PC4-25600 288-Pin U-DIMM CL16 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- RED (JROC4U3200172408R-8M),$40.99,4.6 out of 5 stars,442,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A0636891ME5IK4YZF5IX&url=%2FLEVEN-3200MHz-PC4-25600-Overclocking-JROC4U3200172408R-8M%2Fdp%2FB08M5K7193%2Fref%3Dsr_1_172_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129204%26sr%3D8-172-spons%26psc%3D1&qualifier=1625129204&id=1033050915022626&widgetName=sp_mtf
Ram (Ram-Ravan katha Book 3) (Hindi Edition),$0.00,4.6 out of 5 stars,Hindi Edition,https://www.amazon.com/Ram-Ram-Ravan-katha-Book-Hindi-ebook/dp/B07PDZ5R9G/ref=sr_1_173?dchild=1&keywords=RAM&qid=1625129204&sr=8-173
MemoryMasters 32GB Module for ProLiant BL660c Gen9 G9 - DDR4 PC4-19200 2400Mhz ECC Registered RDIMM 2Rx4 - Server Memory Ram Equivalent to OEM 843315-B21 851007-B21 809083-091 819412-001 805351-B21,$159.74,,,https://www.amazon.com/MemoryMasters-32GB-Module-ProLiant-BL660c/dp/B08187RLF1/ref=sr_1_174?dchild=1&keywords=RAM&qid=1625129204&sr=8-174
"4GB DDR3, PC3-12800, DDR3 1600, Rasalas DDR3 4GB 2Rx8 DDR3 Udimm DDR3 PC3 12800U 1.5V CL11 Dual Rank RAM Memory for AMD, Intel System Desktop Computer",$24.99,4.7 out of 5 stars,"1,395",https://www.amazon.com/Rasalas-PC3-12800-Desktop-Memory-System/dp/B07QLL6H22/ref=sr_1_175?dchild=1&keywords=RAM&qid=1625129204&sr=8-175
VisionTek OCPC X3TREME Aura RGB 16GB (8GBx2) DRAM DDR4 3000MHz RAM Memory Kit by VisionTek (Black),$99.99,4.9 out of 5 stars,110,https://www.amazon.com/X3TREME-8GBx2-3000MHz-Memory-VisionTek/dp/B0844NQSMD/ref=sr_1_176?dchild=1&keywords=RAM&qid=1625129204&sr=8-176
G.SKILL Ares Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM 2133 (PC3 17000) Desktop Memory F3-2133C11D-16GAR,$129.00,4.9 out of 5 stars,14,https://www.amazon.com/G-SKILL-240-Pin-Desktop-Memory-F3-2133C11D-16GAR/dp/B00IT8PSUW/ref=sr_1_177?dchild=1&keywords=RAM&qid=1625129204&sr=8-177
Corsair Vengeance RGB Pro 32GB (4x8GB) DDR4 3200 (PC4-25600) C16 Desktop Memory – Black,$227.99,4.8 out of 5 stars,59,https://www.amazon.com/Corsair-Vengeance-PC4-25600-Desktop-Memory/dp/B07RJXBMM7/ref=sr_1_180?dchild=1&keywords=RAM&qid=1625129204&sr=8-180
"GeIL Orion RGB DDR4 RAM, 32GB (16GBx2) 3600MHz 1.35V XMP2.0, Intel/AMD Compatible, Long DIMM High Speed Desktop Memory, Hardcore Immersive Gaming/Multimedia Content Creation/Quality Live Streaming",$205.99,4.6 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A08941472RU54D8B3GP0K&url=%2FGeIL-Compatible-Immersive-Multimedia-Streaming%2Fdp%2FB08WWVC129%2Fref%3Dsr_1_181_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129204%26sr%3D8-181-spons%26psc%3D1&qualifier=1625129204&id=1033050915022626&widgetName=sp_btf
Patriot Signature DDR3 8 GB (2 x 4 GB) CL11 PC3-12800 (1600MHz) 240-Pin DDR3 Desktop Memory Kit PSD38G1600K,$39.99,4.6 out of 5 stars,404,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A0986928V1LQYAYN131U&url=%2FPatriot-Signature-PC3-12800-1600MHz-PSD38G1600K%2Fdp%2FB004JKNIZQ%2Fref%3Dsr_1_182_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129204%26sr%3D8-182-spons%26psc%3D1&qualifier=1625129204&id=1033050915022626&widgetName=sp_btf
"LEVEN SSD (240GBx10) 3D NAND TLC SATA III Internal Solid State Drive - 6 Gb/s, 2.5 inch /7mm (0.28"") - up to 550MB/s - Compatible with Laptop & PC Desktop - Retail 10 Pack -",$294.99,4.6 out of 5 stars,886,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A00213083A5IU1YV4X8D2&url=%2FLEVEN-240GBx10-Internal-Solid-State%2Fdp%2FB08DFTWW9S%2Fref%3Dsr_1_177_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129208%26sr%3D8-177-spons%26psc%3D1&qualifier=1625129208&id=3052032396773384&widgetName=sp_atf_next
"VCI Lenovo ThinkCentre M720 M720s Intel Core i7-8700 (6-core) 3.2 GHz up to 4.6 GHz, 32GB RAM, 1TB SSD, 1TB HDD, DVD-Writer, Windows 10 Pro","$1,349.00",4.2 out of 5 stars,18,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A06379042OF3KMHWI65JP&url=%2FVCI-Lenovo-ThinkCentre-M720s-DVD-Writer%2Fdp%2FB083T7Y1WB%2Fref%3Dsr_1_178_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129208%26sr%3D8-178-spons%26psc%3D1%26smid%3DA2DSU1POX7WSGK&qualifier=1625129208&id=3052032396773384&widgetName=sp_atf_next
Corsair CMW32GX4M4K4000C19 Vengeance RGB PRO 32GB (4x8GB) DDR4 4000 (PC4-32000) C19 Desktop Memory Black,$299.99,4.7 out of 5 stars,30,https://www.amazon.com/Corsair-CMW32GX4M4K4000C19-Vengeance-PC4-32000-Desktop/dp/B07GGH2LWL/ref=sr_1_180?dchild=1&keywords=RAM&qid=1625129208&sr=8-180
Mushkin SILVERLINE Series – DDR4 Desktop DRAM – 16GB (2x8GB) Memory Kit DIMM – 2133MHz (PC4-17000) CL-15 – 288-pin 1.2V RAM – Non-ECC – Dual-Channel – Stiletto V2 Silver Heatsink – (MSL4U213FF8GX2),$78.99,4.6 out of 5 stars,130,https://www.amazon.com/Mushkin-SILVERLINE-PC4-17000-Dual-Channel-MSL4U213FF8GX2/dp/B07CH15RH6/ref=sr_1_181?dchild=1&keywords=RAM&qid=1625129208&sr=8-181
A-Tech 16GB (2x8GB) DDR3 / DDR3L 1600MHz SODIMM PC3L-12800 2Rx8 1.35V CL11 Non-ECC Unbuffered 204-Pin SO-DIMM Notebook Laptop RAM Memory Upgrade Kit,$64.99,4.8 out of 5 stars,"2,266",https://www.amazon.com/1600MHz-PC3L-12800-Unbuffered-Notebook-Tech/dp/B07JGSPGGZ/ref=sr_1_182?dchild=1&keywords=RAM&qid=1625129208&sr=8-182
"GeIL Orion DDR4 RAM, 32GB (16GBx2) 3200MHz 1.35V XMP2.0, Intel/AMD Compatible, Long DIMM High Speed Desktop Memory, Hardcore Immersive Gaming/Multimedia Content Creation/Quality Live Streaming",$195.99,4.6 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A09293893THAGC6OC15RT&url=%2FGeIL-Compatible-Immersive-Multimedia-Streaming%2Fdp%2FB08T93BKB5%2Fref%3Dsr_1_187_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129208%26sr%3D8-187-spons%26psc%3D1&qualifier=1625129208&id=3052032396773384&widgetName=sp_mtf
Patriot Signature Line DDR4 16GB (1 x16GB) 2400MHz (PC4-19200) UDIMM,$69.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A09864723EE33V1F06NKO&url=%2FPatriot-Signature-x16GB-2400MHz-PC4-19200%2Fdp%2FB08BWKBSNR%2Fref%3Dsr_1_188_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129208%26sr%3D8-188-spons%26psc%3D1&qualifier=1625129208&id=3052032396773384&widgetName=sp_mtf
"Gigabyte AORUS RGB Memory 16GB (2x8GB) 288-Pin RGB PC4-28800 DDR4 3600MHz Perfect for Intel X299, X299X, Z390 and AMD X570, TRX40 Platforms Desktop Memory Model GP-AR36C18S8K2HU416R",$149.99,4.8 out of 5 stars,85,https://www.amazon.com/Gigabyte-288-Pin-PC4-28800-Platforms-GP-AR36C18S8K2HU416R/dp/B084KGJDDM/ref=sr_1_189?dchild=1&keywords=RAM&qid=1625129208&sr=8-189
Corsair Vengeance RGB Pro 32GB (4x8GB) DDR4 3600 (PC4-28800) C16 Desktop Memory – Black,$234.99,4.7 out of 5 stars,72,https://www.amazon.com/Corsair-Vengeance-PC4-28800-Desktop-Memory/dp/B08PW41WXH/ref=sr_1_190?dchild=1&keywords=RAM&qid=1625129208&sr=8-190
Corsair CML32GX3M4A1600C10 Vengeance LP 32GB (4x8GB) DDR3 1600 MHZ (PC3 12800) Desktop Memory 1.5V,$169.99,4.7 out of 5 stars,105,https://www.amazon.com/Corsair-CML32GX3M4A1600C10-Vengeance-Desktop-Memory/dp/B0088JQ2Z2/ref=sr_1_191?dchild=1&keywords=RAM&qid=1625129208&sr=8-191
TEAMGROUP Elite DDR4 32GB Single (1 x 32GB) 2666MHz (PC4-21300) CL19 Unbuffered Non-ECC 1.2V UDIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade - TED432G2666C1901,$151.99,4.7 out of 5 stars,628,https://www.amazon.com/TEAMGROUP-2666MHz-PC4-21300-Unbuffered-Computer/dp/B086X2W2MJ/ref=sr_1_192?dchild=1&keywords=RAM&qid=1625129208&sr=8-192
Patriot Signature 8GB DIMM DDR3 CL11 PC3-12800 (1600MHz) PSD38G16002,$31.99,4.6 out of 5 stars,"1,167",https://www.amazon.com/Patriot-Signature-PC3-12800-1600MHz-PSD38G16002/dp/B007HILOWG/ref=sr_1_193?dchild=1&keywords=RAM&qid=1625129208&sr=8-193
G.Skill 16GB DDR4 PC4-32000 4000MHz Ripjaws V Black CL18 Dual Channel kit (2x8GB) 1.35V,$119.99,4.6 out of 5 stars,6,https://www.amazon.com/G-Skill-PC4-32000-4000MHz-Ripjaws-Channel/dp/B0813ZDVFF/ref=sr_1_195?dchild=1&keywords=RAM&qid=1625129208&sr=8-195
2TB Kit (8 x 256GB) DDR4-2400 PC4-19200 ECC Load Reduced Memory for ASRock Rack ROMED8-2T AMD EPYC Board by NEMIX RAM,"$22,392.99",,,https://www.amazon.com/DDR4-2400-PC4-19200-Reduced-Memory-ROMED8-2T/dp/B08WT9MMFJ/ref=sr_1_196?dchild=1&keywords=RAM&qid=1625129208&sr=8-196
LEVEN SINBA 16GB (16GBx1) DDR4 3600MHz PC4-28800 288-Pin U-DIMM CL18 XMP2.0 Overclocking Gaming RAM Desktop Memory Module- RED (JROC4U3600172408R-16M),$82.99,4.6 out of 5 stars,442,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A01121431PZNYU1JF5S6M&url=%2FLEVEN-3600MHz-PC4-28800-Overclocking-JROC4U3600172408R-16M%2Fdp%2FB08NJ79DQ9%2Fref%3Dsr_1_197_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129208%26sr%3D8-197-spons%26psc%3D1&qualifier=1625129208&id=3052032396773384&widgetName=sp_btf
LEVEN DDR3 8GB KIT (4GB×2) 1600MHz PC3-12800 CL11 Unbuffered Non-ECC 1.35/1.5V UDIMM 240 Pin PC Computer Desktop Memory Module Ram Upgrade- Lares(JR3UL1600172308-4Mx2),$34.99,4.4 out of 5 stars,464,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A04168733U2G8BRR5XED5&url=%2FLEVEN-PC3-12800-Unbuffered-Computer-JR3UL1600172308-4Mx2%2Fdp%2FB096LP6RN2%2Fref%3Dsr_1_198_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129208%26sr%3D8-198-spons%26psc%3D1&qualifier=1625129208&id=3052032396773384&widgetName=sp_btf
"TEAMGROUP T-Force CARDEA Zero Z440 2TB DRAM SLC Cache, 3D NAND, TLC NVMe PCIe Gen4 M.2 2280 Gaming SSD Read/Write 5,000/4,400 MB/s TM8FP7002T0C311",$419.99,4.7 out of 5 stars,270,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A03099432E8RZKX9BOC79&url=%2FTEAMGROUP-T-Force-Cardea-Solid-TM8FP7002T0C311%2Fdp%2FB0899F3MWB%2Fref%3Dsr_1_193_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129212%26sr%3D8-193-spons%26psc%3D1&qualifier=1625129212&id=5173226391672114&widgetName=sp_atf_next
"TEAMGROUP QX 15TB (15.3TB) 3D NAND QLC 2.5 Inch SATA III Internal Solid State Drive SSD (Read/Write Speed up to 560/480 MB/s) TBW 2,560TB Compatible with Laptop & PC Desktop T253X7153T0C101","$3,299.99",4.8 out of 5 stars,"4,890",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A01192861H2IBSHEXIF0D&url=%2FTEAMGROUP-Internal-Compatible-Desktop-T253X7153T0C101%2Fdp%2FB08SQLNHC8%2Fref%3Dsr_1_194_sspa%3Fdchild%3D1%26keywords%3DRAM%26qid%3D1625129212%26sr%3D8-194-spons%26psc%3D1&qualifier=1625129212&id=5173226391672114&widgetName=sp_atf_next
TEAMGROUP Elite DDR4 16GB Single 2400MHz PC4-19200 CL16 Unbuffered Non-ECC 1.2V UDIMM 288 Pin PC Computer Desktop Memory Module Ram Upgrade - TED416G2400C1601 - (1x16GB) Single,$75.99,4.6 out of 5 stars,494,https://www.amazon.com/TEAMGROUP-2400MHz-PC4-19200-Desktop-Memory/dp/B01HOMADQM/ref=sr_1_195?dchild=1&keywords=RAM&qid=1625129212&sr=8-195
G.Skill 32GB (2 x 16GB) Ripjaws V Series DDR4 PC4-19200 2400MHz Intel Z170 Desktop Memory Model F4-2400C15D-32GVR,$164.99,4.7 out of 5 stars,290,https://www.amazon.com/G-Skill-Ripjaws-PC4-19200-2400MHz-F4-2400C15D-32GVR/dp/B018OB5RB8/ref=sr_1_196?dchild=1&keywords=RAM&qid=1625129212&sr=8-196
"Kuesuny 16GB Kit (8GBX2) DDR3L-1600 Udimm, PC3L-12800/PC3L-12800U 8GB CL11 240 Pin 2RX8 Dual Rank Non ECC Unbuffered 1.35V/1.5V Desktop Computer Memory Ram Module Upgrade(Blue)",$65.99,4.8 out of 5 stars,"2,612",https://www.amazon.com/Kuesuny-DDR3L-1600-PC3L-12800-PC3L-12800U-Unbuffered/dp/B07NKXD61P/ref=sr_1_198?dchild=1&keywords=RAM&qid=1625129212&sr=8-198
Patriot Viper Gaming RGB Series DDR4 DRAM 4133MHz 16GB Kit - Black - RGB Color Profiles,$129.99,4.5 out of 5 stars,89,https://www.amazon.com/Patriot-Viper-Gaming-DDR4-4133MHz/dp/B07CX4ZW83/ref=sr_1_199?dchild=1&keywords=RAM&qid=1625129212&sr=8-199
Kimtigo DDR4 16GB 2666MHz UDIMM 288 Pin PC Computer Desktop Memory Unbuffered Non-ECC Module Ram Upgrade PC4-21300 CL19 1.2V,$73.99,,,https://www.amazon.com/Kimtigo-2666MHz-Computer-Unbuffered-PC4-21300/dp/B091SVSGL2/ref=sr_1_200?dchild=1&keywords=RAM&qid=1625129212&sr=8-200
